WISE_ID,ConstructionType,LoadBearingCapacity (kPa),AlternativeUse,ModificationRecommendation,Success
BR046,Airport Runways,180,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR047,Residential Building,50,,,True
BR047,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
BR047,Low-rise,100,Residential Building,Increase CBR in top 2 layers,False
BR047,Roads & Highways,70,Residential Building,Increase CBR in top 2 layers,False
BR047,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
BR047,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
BR047,Railway Tracks,80,Residential Building,Increase CBR in top 2 layers,False
BR047,Pipeline Infrastructure,30,,,True
BR047,Dams,100,Residential Building,Increase CBR in top 2 layers,False
BR047,Water Reservoirs,90,Residential Building,Increase CBR in top 2 layers,False
BR047,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
BR048,Residential Building,50,,,True
BR048,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
BR048,Low-rise,100,Residential Building,Increase CBR in top 2 layers,False
BR048,Roads & Highways,70,,,True
BR048,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
BR048,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
BR048,Railway Tracks,80,Residential Building,Use deep foundations or densify subsoil,False
BR048,Pipeline Infrastructure,30,,,True
BR048,Dams,100,Residential Building,Use deep foundations or densify subsoil,False
BR048,Water Reservoirs,90,Residential Building,Increase CBR in top 2 layers,False
BR048,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
BR049,Residential Building,50,,Reduce liquid limit via compaction,False
BR049,High-rise Building,150,,Use deep foundations or densify subsoil,False
BR049,Low-rise,100,,Increase CBR in top 2 layers,False
BR049,Roads & Highways,70,,Reduce liquid limit via compaction,False
BR049,Bridges,120,,Reduce liquid limit via compaction,False
BR049,Tunnels,150,,Use deep foundations or densify subsoil,False
BR049,Railway Tracks,80,,Use deep foundations or densify subsoil,False
BR049,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
BR049,Dams,100,,Increase CBR in top 2 layers,False
BR049,Water Reservoirs,90,,Increase CBR in top 2 layers,False
BR049,Airport Runways,180,,Use deep foundations or densify subsoil,False
BR050,Residential Building,50,,Reduce liquid limit via compaction,False
BR050,High-rise Building,150,,Increase CBR in top 2 layers,False
BR050,Low-rise,100,,Reduce liquid limit via compaction,False
BR050,Roads & Highways,70,,Reduce liquid limit via compaction,False
BR050,Bridges,120,,Increase CBR in top 2 layers,False
BR050,Tunnels,150,,Increase CBR in top 2 layers,False
BR050,Railway Tracks,80,,Use deep foundations or densify subsoil,False
BR050,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
BR050,Dams,100,,Increase CBR in top 2 layers,False
BR050,Water Reservoirs,90,,Use deep foundations or densify subsoil,False
BR050,Airport Runways,180,,Reduce liquid limit via compaction,False
BR051,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR051,High-rise Building,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR051,Low-rise,100,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
BR051,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR051,Bridges,120,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
BR051,Tunnels,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
BR051,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR051,Pipeline Infrastructure,30,,,True
BR051,Dams,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR051,Water Reservoirs,90,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
BR051,Airport Runways,180,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR052,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR052,High-rise Building,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR052,Low-rise,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR052,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR052,Bridges,120,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR052,Tunnels,150,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
BR052,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR052,Pipeline Infrastructure,30,,,True
BR052,Dams,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR052,Water Reservoirs,90,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR052,Airport Runways,180,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
BR053,Residential Building,50,,,True
BR053,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
BR053,Low-rise,100,,,True
BR053,Roads & Highways,70,,,True
BR053,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
BR053,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
BR053,Railway Tracks,80,,,True
BR053,Pipeline Infrastructure,30,,,True
BR053,Dams,100,,,True
BR053,Water Reservoirs,90,,,True
BR053,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
BR054,Residential Building,50,,,True
BR054,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
BR054,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
BR054,Roads & Highways,70,,,True
BR054,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
BR054,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
BR054,Railway Tracks,80,,,True
BR054,Pipeline Infrastructure,30,,,True
BR054,Dams,100,Residential Building,Use deep foundations or densify subsoil,False
BR054,Water Reservoirs,90,Residential Building,Use deep foundations or densify subsoil,False
BR054,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
BR055,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR055,High-rise Building,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR055,Low-rise,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR055,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR055,Bridges,120,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR055,Tunnels,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
BR055,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR055,Pipeline Infrastructure,30,,,True
BR055,Dams,100,Pipeline Infrastructure,Increase CBR in top 2 layers,False
BR055,Water Reservoirs,90,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
BR055,Airport Runways,180,Pipeline Infrastructure,Increase CBR in top 2 layers,False
BR056,Residential Building,50,,,True
BR056,High-rise Building,150,Residential Building,Reduce liquid limit via compaction,False
BR056,Low-rise,100,,,True
BR056,Roads & Highways,70,,,True
BR056,Bridges,120,Residential Building,Reduce liquid limit via compaction,False
BR056,Tunnels,150,Residential Building,Reduce liquid limit via compaction,False
BR056,Railway Tracks,80,,,True
BR056,Pipeline Infrastructure,30,,,True
BR056,Dams,100,Residential Building,Reduce liquid limit via compaction,False
BR056,Water Reservoirs,90,,,True
BR056,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
BR057,Residential Building,50,,Reduce liquid limit via compaction,False
BR057,High-rise Building,150,,Increase CBR in top 2 layers,False
BR057,Low-rise,100,,Reduce liquid limit via compaction,False
BR057,Roads & Highways,70,,Reduce liquid limit via compaction,False
BR057,Bridges,120,,Increase CBR in top 2 layers,False
BR057,Tunnels,150,,Reduce liquid limit via compaction,False
BR057,Railway Tracks,80,,Reduce liquid limit via compaction,False
BR057,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
BR057,Dams,100,,Reduce liquid limit via compaction,False
BR057,Water Reservoirs,90,,Reduce liquid limit via compaction,False
BR057,Airport Runways,180,,Increase CBR in top 2 layers,False
BR058,Residential Building,50,,,True
BR058,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
BR058,Low-rise,100,Residential Building,Increase CBR in top 2 layers,False
BR058,Roads & Highways,70,Residential Building,Increase CBR in top 2 layers,False
BR058,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
BR058,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
BR058,Railway Tracks,80,Residential Building,Increase CBR in top 2 layers,False
BR058,Pipeline Infrastructure,30,,,True
BR058,Dams,100,Residential Building,Use deep foundations or densify subsoil,False
BR058,Water Reservoirs,90,Residential Building,Increase CBR in top 2 layers,False
BR058,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
BR059,Residential Building,50,,Reduce liquid limit via compaction,False
BR059,High-rise Building,150,,Reduce liquid limit via compaction,False
BR059,Low-rise,100,,Reduce liquid limit via compaction,False
BR059,Roads & Highways,70,,Reduce liquid limit via compaction,False
BR059,Bridges,120,,Increase CBR in top 2 layers,False
BR059,Tunnels,150,,Increase CBR in top 2 layers,False
BR059,Railway Tracks,80,,Reduce liquid limit via compaction,False
BR059,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
BR059,Dams,100,,Use deep foundations or densify subsoil,False
BR059,Water Reservoirs,90,,Use deep foundations or densify subsoil,False
BR059,Airport Runways,180,,Use deep foundations or densify subsoil,False
BR060,Residential Building,50,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
BR060,High-rise Building,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
BR060,Low-rise,100,Pipeline Infrastructure,Increase CBR in top 2 layers,False
BR060,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR060,Bridges,120,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
BR060,Tunnels,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
BR060,Railway Tracks,80,Pipeline Infrastructure,Increase CBR in top 2 layers,False
BR060,Pipeline Infrastructure,30,,,True
BR060,Dams,100,Pipeline Infrastructure,Increase CBR in top 2 layers,False
BR060,Water Reservoirs,90,Pipeline Infrastructure,Increase CBR in top 2 layers,False
BR060,Airport Runways,180,Pipeline Infrastructure,Increase CBR in top 2 layers,False
BR061,Residential Building,50,,Increase CBR in top 2 layers,False
BR061,High-rise Building,150,,Use deep foundations or densify subsoil,False
BR061,Low-rise,100,,Use deep foundations or densify subsoil,False
BR061,Roads & Highways,70,,Increase CBR in top 2 layers,False
BR061,Bridges,120,,Increase CBR in top 2 layers,False
BR061,Tunnels,150,,Use deep foundations or densify subsoil,False
BR061,Railway Tracks,80,,Use deep foundations or densify subsoil,False
BR061,Pipeline Infrastructure,30,,Increase CBR in top 2 layers,False
BR061,Dams,100,,Use deep foundations or densify subsoil,False
BR061,Water Reservoirs,90,,Use deep foundations or densify subsoil,False
BR061,Airport Runways,180,,Use deep foundations or densify subsoil,False
BR062,Residential Building,50,,Reduce liquid limit via compaction,False
BR062,High-rise Building,150,,Reduce liquid limit via compaction,False
BR062,Low-rise,100,,Increase CBR in top 2 layers,False
BR062,Roads & Highways,70,,Reduce liquid limit via compaction,False
BR062,Bridges,120,,Reduce liquid limit via compaction,False
BR062,Tunnels,150,,Reduce liquid limit via compaction,False
BR062,Railway Tracks,80,,Reduce liquid limit via compaction,False
BR062,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
BR062,Dams,100,,Increase CBR in top 2 layers,False
BR062,Water Reservoirs,90,,Reduce liquid limit via compaction,False
BR062,Airport Runways,180,,Use deep foundations or densify subsoil,False
BR063,Residential Building,50,,Reduce liquid limit via compaction,False
BR063,High-rise Building,150,,Use deep foundations or densify subsoil,False
BR063,Low-rise,100,,Reduce liquid limit via compaction,False
BR063,Roads & Highways,70,,Reduce liquid limit via compaction,False
BR063,Bridges,120,,Reduce liquid limit via compaction,False
BR063,Tunnels,150,,Reduce liquid limit via compaction,False
BR063,Railway Tracks,80,,Reduce liquid limit via compaction,False
BR063,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
BR063,Dams,100,,Increase CBR in top 2 layers,False
BR063,Water Reservoirs,90,,Reduce liquid limit via compaction,False
BR063,Airport Runways,180,,Reduce liquid limit via compaction,False
BR064,Residential Building,50,,,True
BR064,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
BR064,Low-rise,100,Residential Building,Reduce liquid limit via compaction,False
BR064,Roads & Highways,70,,,True
BR064,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
BR064,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
BR064,Railway Tracks,80,,,True
BR064,Pipeline Infrastructure,30,,,True
BR064,Dams,100,Residential Building,Reduce liquid limit via compaction,False
BR064,Water Reservoirs,90,Residential Building,Reduce liquid limit via compaction,False
BR064,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
BR065,Residential Building,50,,Reduce liquid limit via compaction,False
BR065,High-rise Building,150,,Reduce liquid limit via compaction,False
BR065,Low-rise,100,,Reduce liquid limit via compaction,False
BR065,Roads & Highways,70,,Reduce liquid limit via compaction,False
BR065,Bridges,120,,Increase CBR in top 2 layers,False
BR065,Tunnels,150,,Increase CBR in top 2 layers,False
BR065,Railway Tracks,80,,Reduce liquid limit via compaction,False
BR065,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
