WISE_ID,TOPDEP,BOTDEP,SAND,SILT,CLAY,GRAVEL,BULKDENS,OMC,MDD,CBR,LLMT,PLIND,POROS
BR049,210.0,260.0,12.0,14.0,74.0,18.2,0.9,12.2,1.9,11.1,48.3,20.7,45.1
BR049,260.0,280.0,20.0,25.0,55.0,18.2,0.9,12.8,2.2,9.9,43.6,24.2,36.1
BR050,0.0,98.3,13.6,15.4,71.0,18.2,0.9,23.8,1.8,8.2,38.4,7.5,42.3
BR050,0.0,4.0,11.0,25.0,64.0,18.2,0.9,27.2,1.9,6.7,58.5,8.2,44.1
BR050,4.0,12.0,14.0,22.0,64.0,18.2,0.9,21.2,2.0,2.2,36.6,19.8,35.6
BR050,12.0,25.0,15.0,17.0,68.0,18.2,0.9,24.1,1.8,4.5,39.2,15.2,43.6
BR050,25.0,80.0,14.0,11.0,75.0,18.2,0.9,23.9,1.6,4.2,21.6,13.0,43.6
BR050,80.0,200.0,15.0,9.0,76.0,18.2,0.9,23.8,2.1,4.4,38.7,15.1,47.2
BR050,200.0,270.0,11.0,11.0,78.0,18.2,0.9,24.5,1.7,4.2,39.2,29.0,49.8
BR051,0.0,20.0,28.0,16.0,56.0,18.2,0.9,19.8,2.2,10.0,32.5,13.1,20.1
BR051,20.0,40.0,20.0,20.0,60.0,18.2,0.9,12.4,1.8,7.7,52.3,8.2,23.7
BR051,40.0,60.0,18.0,17.0,65.0,18.2,0.9,20.0,1.4,6.9,29.9,18.8,28.3
BR051,60.0,120.0,23.0,19.0,58.0,18.2,0.9,19.4,1.6,7.7,44.6,13.6,40.1
BR051,120.0,130.0,44.0,21.0,35.0,18.2,0.9,27.4,2.4,7.5,40.3,13.4,27.6
BR052,0.0,20.0,30.0,29.0,41.0,18.2,0.9,11.1,1.7,13.8,41.3,15.6,43.4
BR052,20.0,50.0,29.9,29.0,41.0,18.2,0.9,17.8,1.9,2.9,40.6,15.1,44.6
BR052,50.0,100.0,30.0,28.6,41.4,18.2,0.9,25.2,1.8,12.4,39.2,15.6,42.1
BR053,0.0,20.0,28.0,24.0,48.0,18.2,0.9,21.0,1.6,11.3,20.8,28.0,28.8
BR053,20.0,55.0,14.0,20.6,65.0,18.2,0.9,12.3,1.7,9.6,36.9,21.9,29.9
BR053,55.0,65.0,17.0,19.0,64.0,18.2,0.9,30.0,1.3,12.0,35.4,17.9,33.0
BR053,65.0,85.0,8.0,16.0,76.0,18.2,0.9,17.8,1.8,11.9,54.9,7.3,40.8
BR053,85.0,125.0,4.0,25.0,71.0,18.2,0.9,23.4,1.9,13.4,37.2,14.8,34.2
BR054,0.0,20.0,91.0,3.0,6.0,18.2,0.9,22.7,1.9,9.7,33.3,12.4,48.7
BR054,20.0,42.0,94.0,2.0,4.0,18.2,0.9,22.3,1.9,7.4,33.1,12.6,34.4
BR054,42.0,77.0,73.0,2.0,25.0,18.2,0.9,22.0,2.1,6.6,33.4,6.1,30.7
BR054,77.0,97.0,74.0,2.0,24.0,18.2,0.9,15.0,1.8,2.9,24.2,12.4,23.9
BR054,97.0,209.0,80.0,2.0,18.0,18.2,0.9,29.6,2.2,8.5,42.5,18.5,34.1
BR055,0.0,15.0,16.0,39.0,45.0,18.2,0.9,20.0,1.7,8.5,44.6,16.2,37.5
BR055,15.0,40.0,11.0,32.0,57.0,18.2,0.9,20.1,1.8,8.5,39.6,15.9,32.5
BR055,40.0,70.0,7.0,22.0,71.0,18.2,0.9,24.5,1.7,8.5,33.9,22.2,36.8
BR055,70.0,160.0,9.0,27.0,64.0,18.2,0.9,15.7,1.5,8.5,39.6,15.7,37.3
BR055,160.0,190.0,14.0,41.0,45.0,18.2,0.9,19.9,2.1,8.5,39.5,9.7,41.8
BR056,0.0,19.0,21.0,15.0,64.0,18.2,0.9,23.9,1.3,14.7,38.4,7.9,49.3
BR056,19.0,80.0,6.0,12.0,82.0,18.2,0.9,23.5,1.9,7.3,34.0,10.3,49.5
BR056,80.0,134.0,13.0,14.0,73.0,18.2,0.9,23.7,1.3,7.8,35.1,8.5,49.3
BR056,134.0,224.0,19.0,20.0,61.0,18.2,0.9,23.8,2.1,9.6,46.7,6.4,49.4
BR056,224.0,250.0,32.0,25.0,43.0,18.2,0.9,23.8,1.6,9.4,38.2,20.7,49.4
BR057,0.0,10.0,95.0,2.0,3.0,18.2,0.9,19.0,2.2,10.2,53.6,26.5,44.3
BR057,10.0,30.0,95.5,1.5,3.4,18.2,0.9,19.2,1.6,10.2,46.6,18.6,44.0
BR057,30.0,45.0,94.0,2.0,4.0,18.2,0.9,14.5,1.6,7.7,54.4,29.3,44.0
BR057,45.0,75.0,95.6,1.4,3.2,18.2,0.9,19.1,2.0,7.2,43.5,20.2,44.2
BR057,75.0,95.0,97.0,1.0,2.0,18.2,0.9,18.8,1.8,7.9,20.5,7.0,44.4
BR057,95.0,195.0,95.8,1.9,2.8,18.2,0.9,23.5,2.1,5.2,44.1,20.5,44.2
BR058,0.0,15.0,87.0,4.0,9.0,18.2,0.9,15.8,1.6,7.3,38.6,9.3,42.5
BR058,15.0,49.0,84.0,3.0,13.0,18.2,0.9,20.4,2.0,4.0,25.7,14.7,44.8
BR058,49.0,112.0,83.0,2.0,15.0,18.2,0.9,20.3,1.5,5.6,52.3,14.8,46.1
BR058,112.0,148.0,83.0,3.0,14.0,18.2,0.9,20.3,2.4,9.1,22.8,14.6,45.1
BR058,148.0,328.0,83.0,2.0,15.0,18.2,0.9,19.9,2.4,7.3,54.8,14.7,47.3
BR058,328.0,528.0,80.0,3.0,17.0,18.2,0.9,28.6,1.9,7.8,37.2,14.8,45.1
BR058,528.0,600.0,74.0,12.0,14.0,18.2,0.9,16.6,1.5,13.0,38.7,19.5,44.9
BR059,0.0,20.0,38.0,11.0,51.0,18.2,0.9,20.8,1.7,7.2,49.5,7.4,25.3
BR059,20.0,70.0,37.0,13.0,50.0,18.2,0.9,20.8,1.4,10.2,45.2,6.8,24.8
BR059,70.0,132.0,36.0,12.0,52.0,18.2,0.9,20.8,1.8,7.1,54.3,7.2,25.0
BR059,132.0,142.0,36.0,12.0,52.0,18.2,0.9,20.8,1.9,4.5,49.5,7.4,24.8
BR060,0.0,8.0,61.0,17.0,22.0,18.2,1.3,27.5,1.5,5.6,60.0,11.8,37.2
BR060,8.0,28.0,28.0,15.0,57.0,18.2,1.1,26.4,1.8,4.1,27.5,17.4,37.4
BR060,28.0,56.0,26.0,23.0,51.0,18.2,1.1,28.1,1.6,4.0,44.5,17.0,36.9
BR060,56.0,88.0,36.0,27.0,37.0,18.2,1.4,26.9,1.6,5.4,46.9,26.5,37.5
BR060,88.0,150.0,51.0,29.0,20.0,18.2,1.4,27.1,1.6,8.5,44.5,13.7,37.2
BR061,0.0,12.0,8.0,39.0,53.0,18.2,0.9,18.1,1.8,2.1,25.6,6.3,46.2
BR061,12.0,35.0,9.0,48.0,43.0,18.2,1.5,17.9,1.6,4.8,40.7,16.6,44.7
BR061,35.0,52.0,17.0,33.0,50.0,18.2,0.9,12.7,1.9,4.3,40.3,20.8,39.5
BR061,52.0,75.0,26.0,24.0,50.0,18.2,1.2,27.2,2.0,6.6,40.7,16.0,39.4
BR061,75.0,95.0,22.0,18.0,60.0,18.2,1.4,18.3,1.9,5.7,40.9,15.8,28.8
BR061,95.0,245.0,20.0,23.0,57.0,18.2,1.6,15.1,2.2,4.8,49.9,19.1,40.3
BR061,245.0,350.0,17.2,31.3,52.2,18.2,1.4,18.2,1.5,4.8,46.7,15.7,39.8
BR062,0.0,6.0,75.0,15.0,10.0,18.2,1.8,26.3,2.1,5.9,48.2,27.3,20.9
BR062,6.0,20.0,76.0,15.0,9.0,18.2,1.5,18.8,2.0,7.7,48.5,12.7,33.1
BR062,20.0,30.0,73.0,16.0,11.0,18.2,1.7,19.0,1.6,10.7,49.0,21.8,25.4
BR062,30.0,67.0,45.0,15.0,40.0,18.2,1.3,11.5,1.9,11.6,36.1,21.4,20.9
BR062,67.0,90.0,87.0,7.0,6.0,18.2,1.2,18.5,1.8,8.7,59.3,24.5,24.7
BR063,0.0,22.0,2.0,16.0,82.0,18.2,0.9,15.2,1.9,12.8,54.9,18.2,31.0
BR063,22.0,44.0,2.0,15.0,83.0,18.2,1.0,23.1,2.0,6.0,42.6,18.0,30.3
BR063,44.0,65.0,3.0,16.0,81.0,18.2,0.5,18.2,1.9,9.7,38.6,19.7,28.7
BR063,65.0,145.0,2.0,14.0,84.0,18.2,0.9,20.7,1.8,6.8,32.9,12.2,27.8
BR063,145.0,265.0,2.4,15.5,82.2,18.2,1.1,25.0,1.8,11.6,41.9,22.5,23.3
BR064,0.0,9.0,43.0,7.0,50.0,18.2,1.6,24.2,1.9,8.8,33.9,19.9,41.2
BR064,9.0,36.0,39.0,9.0,52.0,18.2,1.3,23.9,1.8,11.4,43.0,20.3,41.1
BR064,36.0,72.0,34.0,11.0,55.0,18.2,1.1,23.8,2.0,9.0,31.8,13.4,41.3
BR064,72.0,102.0,32.0,8.0,60.0,18.2,1.0,19.3,1.9,9.7,37.5,26.4,41.0
BR064,102.0,147.0,33.0,8.0,59.0,18.2,1.3,28.4,2.3,7.1,27.5,20.2,40.8
BR064,147.0,175.0,33.0,9.0,58.0,18.2,0.7,24.8,2.0,9.7,53.6,20.0,41.5
BR065,0.0,7.0,11.0,5.0,84.0,18.2,0.9,26.7,1.7,9.0,57.4,22.7,40.4
BR065,7.0,25.0,6.0,6.0,88.0,18.2,0.9,22.1,1.6,12.3,56.9,26.9,25.0
BR065,25.0,48.0,4.0,4.0,92.0,18.2,0.9,26.8,2.0,9.4,55.8,24.3,39.5
BR065,48.0,85.0,3.0,4.0,93.0,18.2,0.9,14.0,1.8,4.4,56.5,22.6,32.5
BR065,85.0,170.0,4.0,6.0,90.0,18.2,0.9,23.0,1.7,10.7,57.0,24.6,25.4
BR065,170.0,250.0,4.0,6.0,90.0,18.2,0.9,22.3,1.8,9.7,57.0,23.9,33.1
BR066,0.0,28.0,80.0,5.0,15.0,18.2,1.6,20.8,1.5,3.7,52.0,5.6,38.3
BR066,28.0,85.0,75.0,5.0,20.0,18.2,1.4,20.8,2.0,6.7,51.1,8.2,25.3
BR066,85.0,250.0,70.0,6.0,24.0,18.2,1.4,20.8,2.1,5.2,51.5,10.4,45.5
BR067,0.0,8.0,89.0,2.0,9.0,18.2,1.5,14.6,2.2,12.9,36.5,25.1,38.7
BR067,8.0,18.0,80.0,4.0,16.0,18.2,1.4,14.0,2.0,13.4,36.0,19.0,39.3
BR067,18.0,45.0,72.0,5.0,23.0,18.2,1.6,14.2,1.8,14.5,36.2,19.2,38.9
BR067,45.0,80.0,68.0,3.0,29.0,18.2,1.5,20.2,1.6,14.0,36.2,6.4,39.0
BR067,80.0,160.0,67.0,3.0,30.0,18.2,1.4,11.6,2.0,13.1,36.3,21.2,39.3
BR067,160.0,310.0,65.0,5.0,30.0,18.2,1.4,11.2,1.6,13.5,36.4,23.9,38.9
BR068,0.0,17.0,90.0,4.0,6.0,18.2,1.4,27.9,2.0,8.9,40.8,26.7,42.0
BR068,17.0,57.0,87.0,3.0,10.0,18.2,1.5,28.1,2.4,5.6,21.2,16.7,42.4
BR068,57.0,115.0,70.0,5.0,25.0,18.2,1.7,28.3,1.9,7.5,46.1,16.5,41.8
BR068,115.0,147.0,64.0,6.0,30.0,18.2,1.8,27.7,2.4,7.0,54.6,9.0,41.9
BR068,147.0,177.0,64.0,5.0,31.0,18.2,1.1,28.1,2.0,3.4,40.3,17.2,40.5
BR068,177.0,375.0,52.0,8.0,40.0,18.2,1.1,28.0,2.0,8.2,41.1,15.0,43.8
BR069,0.0,14.0,69.0,16.0,15.0,18.2,1.4,20.4,2.0,8.3,45.2,22.8,33.6
BR069,14.0,30.0,64.0,15.0,21.0,18.2,1.6,19.0,1.8,13.4,24.7,23.1,32.7
BR069,30.0,38.0,61.0,13.0,26.0,18.2,2.0,20.5,1.5,6.0,56.6,23.0,41.3
BR069,38.0,50.0,28.0,12.0,60.0,18.2,1.3,22.4,1.6,10.2,29.4,24.7,36.7
BR069,50.0,80.0,35.0,16.0,49.0,18.2,1.4,16.8,2.1,8.5,56.6,16.8,32.4
BR069,80.0,100.0,38.0,20.0,42.0,18.2,1.1,15.1,1.4,4.0,45.3,27.5,36.6
BR069,100.0,150.0,45.0,26.0,29.0,18.2,1.5,19.5,2.2,6.3,59.0,22.8,45.0
BR069,157.0,180.0,55.0,26.0,19.0,18.2,2.0,19.1,2.2,11.4,45.6,23.0,32.2
BR070,0.0,14.0,61.0,13.0,26.0,18.2,1.6,24.9,2.2,7.2,28.0,12.1,33.8
BR070,14.0,27.0,54.0,14.0,32.0,18.2,1.5,25.5,1.8,13.0,40.0,12.0,25.1
BR070,27.0,41.0,40.0,11.0,49.0,18.2,1.0,13.0,1.7,3.0,56.6,9.3,34.6
BR070,41.0,72.0,36.0,13.0,51.0,18.2,1.4,19.2,1.9,12.5,41.5,12.4,21.9
BR070,72.0,110.0,26.0,23.0,51.0,18.2,1.4,14.5,2.1,6.1,28.8,14.8,46.3
BR070,110.0,150.0,34.0,24.0,42.0,18.2,1.1,13.8,1.8,7.5,38.5,12.2,34.3
BR070,150.0,175.0,43.0,26.0,31.0,18.2,1.8,22.6,1.5,3.6,56.1,11.8,43.8
BR071,0.0,8.0,42.0,7.0,51.0,18.2,1.1,26.4,1.8,14.3,59.0,11.0,28.0
BR071,8.0,36.0,37.0,9.0,54.0,18.2,1.3,28.8,2.1,7.5,37.6,11.1,22.9
BR071,36.0,72.0,33.0,11.0,56.0,18.2,1.1,14.8,1.8,9.1,32.9,11.3,28.0
BR071,72.0,102.0,32.0,9.0,59.0,18.2,1.0,29.9,1.7,5.8,44.2,10.0,33.4
BR071,102.0,147.0,32.0,9.0,59.0,18.2,0.8,25.0,1.5,3.1,45.5,10.9,28.5
BR071,147.0,170.0,33.0,10.0,57.0,18.2,0.8,25.4,1.7,7.5,45.3,11.4,28.3
BR072,0.0,18.0,8.0,52.0,40.0,18.2,1.3,25.2,1.9,11.0,53.0,13.6,29.3
BR072,18.0,34.0,8.0,28.0,64.0,18.2,0.8,19.4,2.1,9.9,53.3,10.0,29.2
BR072,34.0,56.0,8.0,29.0,63.0,18.2,1.2,14.5,1.9,4.3,57.3,9.8,29.7
BR072,56.0,90.0,8.0,32.0,60.0,18.2,1.7,19.4,1.8,8.7,47.7,10.1,31.6
BR072,90.0,150.0,8.0,36.0,56.0,18.2,1.1,19.4,1.7,8.6,53.3,6.0,27.1
BR072,150.0,200.0,7.0,37.0,56.0,18.2,1.4,19.3,2.1,8.3,53.1,10.3,29.6
BR073,0.0,26.0,12.0,28.0,60.0,18.2,1.0,11.7,1.8,6.6,46.5,27.0,30.3
BR073,26.0,50.0,10.0,26.0,64.0,18.2,1.3,18.6,2.1,6.4,50.6,27.4,45.7
BR073,50.0,75.0,10.0,28.0,62.0,18.2,1.2,14.1,2.0,6.2,23.4,27.5,46.8
BR073,75.0,215.0,8.0,43.0,49.0,18.2,1.0,18.9,1.8,6.6,51.6,29.6,38.0
BR073,215.0,250.0,10.0,34.0,56.0,18.2,1.6,29.6,2.0,7.0,42.7,25.1,31.2
BR074,0.0,28.0,82.0,3.0,15.0,18.2,0.9,15.7,1.7,4.1,34.5,10.0,21.7
BR074,28.0,56.0,76.0,4.0,20.0,18.2,1.4,11.6,2.0,6.8,25.6,16.1,34.5
BR074,56.0,85.0,75.0,5.0,20.0,18.2,1.3,11.1,2.4,14.6,34.9,25.5,26.9
BR074,85.0,165.0,72.0,5.0,23.0,18.2,1.4,18.5,2.1,10.3,43.5,16.4,27.2
BR074,165.0,250.0,68.0,7.0,25.0,18.2,1.2,24.7,2.0,9.2,34.9,13.9,24.4
BR075,0.0,15.0,7.0,38.0,55.0,18.2,1.3,20.8,1.9,10.6,40.5,13.7,42.7
BR075,15.0,30.0,7.0,37.0,56.0,18.2,1.0,20.8,1.8,10.7,40.5,13.7,43.3
BR075,30.0,75.0,3.0,18.0,79.0,18.2,1.2,20.8,2.0,10.3,40.5,13.8,42.8
BR075,75.0,112.0,3.0,16.0,81.0,18.2,1.2,20.8,2.0,13.8,40.5,13.7,43.2
BR075,125.0,175.0,3.0,15.0,82.0,18.2,1.1,20.8,1.9,10.6,40.5,13.7,43.3
BR075,200.0,275.0,3.0,20.0,77.0,18.2,0.8,20.8,2.0,7.1,40.5,15.0,42.9
BR076,0.0,22.0,2.0,16.0,82.0,18.2,0.9,22.0,1.7,7.4,47.8,22.7,27.7
BR076,22.0,44.0,3.0,14.0,83.0,18.2,1.0,21.9,1.9,7.7,44.6,25.1,33.3
BR076,44.0,65.0,3.0,16.0,81.0,18.2,0.7,18.5,1.8,7.3,44.5,29.9,31.7
BR076,65.0,120.0,3.0,13.0,84.0,18.2,0.9,18.0,1.8,9.8,45.0,7.1,26.9
BR076,120.0,200.0,3.0,12.0,85.0,18.2,0.9,21.2,1.9,9.3,47.3,18.4,43.7
BR076,200.0,350.0,3.0,15.0,82.0,18.2,0.6,12.2,1.8,7.2,39.5,24.0,33.9
BR076,350.0,450.0,3.0,17.0,80.0,18.2,0.8,18.6,2.1,7.2,44.5,22.8,33.7
BR076,450.0,550.0,3.0,16.0,81.0,18.2,1.2,21.0,2.1,7.3,45.0,26.3,33.6
BR076,550.0,650.0,3.0,18.0,79.0,18.2,1.0,12.8,2.1,2.9,44.6,26.9,38.3
BR077,0.0,16.0,3.0,21.0,76.0,18.2,0.5,22.7,2.1,12.4,52.5,9.6,38.8
BR077,16.0,41.0,4.0,23.0,73.0,18.2,0.9,26.2,2.1,12.8,52.2,17.1,49.2
BR077,41.0,80.0,3.0,22.0,75.0,18.2,0.9,28.8,1.8,12.7,51.8,28.0,38.8
BR077,80.0,120.0,5.0,21.0,74.0,18.2,1.1,26.1,2.1,12.0,52.2,17.9,28.2
BR077,150.0,200.0,4.0,22.0,74.0,18.2,1.2,25.7,2.1,12.3,52.2,18.1,39.8
BR078,0.0,16.0,29.0,15.0,56.0,18.2,0.8,26.2,1.8,10.3,40.4,16.6,38.8
BR078,16.0,42.0,29.0,15.0,56.0,18.2,0.9,24.1,1.8,5.6,52.0,13.5,32.0
BR078,42.0,64.0,27.0,16.0,57.0,18.2,1.0,21.4,2.0,8.9,31.9,15.0,35.0
BR078,64.0,81.0,24.0,13.0,63.0,18.2,1.0,29.8,2.2,8.6,41.3,27.9,38.7
BR078,81.0,101.0,25.0,20.0,55.0,18.2,0.5,23.2,1.8,7.0,40.0,17.5,46.3
BR078,101.0,140.0,25.0,13.0,62.0,18.2,1.1,10.5,2.0,10.9,39.2,11.6,31.2
BR078,140.0,200.0,26.0,26.0,48.0,18.2,1.3,12.9,2.0,8.7,41.1,16.7,48.4
BR079,0.0,8.0,89.0,2.0,9.0,18.2,1.1,22.1,1.4,9.4,43.5,19.5,34.8
BR079,8.0,18.0,80.0,3.0,17.0,18.2,1.4,12.1,1.8,8.7,44.1,13.8,34.1
BR079,18.0,45.0,73.0,4.0,23.0,18.2,1.6,20.1,2.2,11.3,43.2,25.8,33.8
BR079,45.0,80.0,68.0,3.0,29.0,18.2,1.5,25.6,2.3,8.3,43.4,20.1,31.7
BR079,80.0,120.0,68.0,4.0,28.0,18.2,1.4,20.1,1.8,9.7,43.3,13.3,42.2
BR079,120.0,160.0,66.0,3.0,31.0,18.2,1.8,20.4,1.6,11.4,43.0,16.2,25.6
BR079,160.0,220.0,65.0,5.0,30.0,18.2,1.5,21.9,1.7,9.7,51.8,29.6,44.6
BR079,220.0,260.0,65.0,5.0,30.0,18.2,1.1,20.5,2.0,9.5,50.3,20.2,25.3
BR079,260.0,300.0,67.0,4.0,29.0,18.2,1.2,20.4,2.1,6.8,26.5,19.8,34.5
BR080,0.0,7.0,11.0,4.0,85.0,18.2,1.4,20.3,1.9,6.5,20.8,15.7,38.1
BR080,7.0,25.0,7.0,5.0,88.0,18.2,1.1,22.1,1.8,3.7,35.1,24.6,25.0
BR080,25.0,48.0,4.0,4.0,92.0,18.2,1.1,21.0,1.6,10.6,53.6,6.5,37.6
BR080,48.0,85.0,4.0,4.0,92.0,18.2,1.1,21.6,1.8,4.8,27.4,6.7,39.8
BR080,85.0,132.0,4.0,5.0,91.0,18.2,1.2,22.0,1.9,6.9,38.6,11.0,47.4
BR080,132.0,150.0,4.0,6.0,90.0,18.2,1.3,12.0,2.0,6.8,53.8,12.4,37.5
BR080,150.0,250.0,4.0,6.0,90.0,18.2,0.8,27.0,2.0,6.2,25.5,13.3,37.9
BR080,250.0,280.0,4.0,9.0,87.0,18.2,1.2,28.0,1.7,6.6,23.1,12.8,38.5
BR081,0.0,9.0,36.0,22.0,42.0,12.0,1.1,29.3,2.1,8.0,40.4,12.6,43.2
BR081,9.0,20.0,30.0,25.0,45.0,12.0,1.3,22.4,1.8,8.2,40.6,13.0,30.0
BR081,20.0,38.0,33.0,21.0,46.0,11.7,1.1,22.6,2.0,8.2,40.3,13.4,49.0
BR081,38.0,80.0,36.0,16.0,48.0,12.5,0.9,21.9,2.2,5.6,38.6,28.4,40.4
BR081,80.0,147.0,36.0,18.0,46.0,12.3,0.9,22.2,2.1,8.6,41.2,13.2,39.1
BR081,147.0,170.0,37.0,18.0,45.0,11.9,0.6,28.3,2.1,12.6,47.8,7.5,39.7
BR081,170.0,270.0,38.0,18.0,44.0,12.4,1.2,18.6,2.1,8.8,41.2,5.3,40.1
BR081,270.0,370.0,35.0,17.0,48.0,12.3,0.7,12.8,1.8,7.0,28.9,13.1,40.2
BR081,370.0,470.0,34.0,20.0,46.0,11.5,1.2,21.9,1.9,8.3,48.1,12.9,41.1
BR082,0.0,9.0,16.0,27.0,57.0,18.2,1.0,22.0,1.8,5.3,32.6,18.9,39.8
BR082,9.0,21.0,15.0,28.0,57.0,18.2,0.9,26.3,2.2,10.6,41.2,26.0,48.3
BR082,21.0,42.0,14.0,21.0,65.0,18.2,1.0,21.5,2.1,10.9,55.1,18.9,46.0
BR082,42.0,70.0,12.0,18.0,70.0,18.2,0.4,21.4,1.6,9.2,45.0,19.1,39.8
BR082,70.0,105.0,12.0,22.0,66.0,18.2,0.9,21.8,1.8,8.8,37.5,24.2,39.9
BR082,105.0,150.0,12.0,29.0,59.0,18.2,0.8,11.3,1.7,9.7,53.7,7.1,39.4
BR082,170.0,270.0,10.0,28.0,62.0,18.2,0.9,21.9,2.1,9.3,44.6,18.2,23.6
BR082,270.0,370.0,10.0,25.0,65.0,18.2,0.5,28.2,1.4,9.0,47.3,17.3,39.0
BR082,370.0,470.0,21.0,24.0,55.0,18.2,0.7,22.2,1.9,9.1,45.0,18.5,39.6
BR083,0.0,14.0,55.0,24.0,21.0,45.0,1.2,26.2,1.9,3.4,46.8,14.5,34.1
BR083,14.0,45.0,53.0,22.0,25.0,45.5,1.5,23.0,2.3,12.5,30.2,18.7,33.6
BR083,45.0,58.0,51.0,21.0,28.0,45.4,1.6,10.2,2.0,10.4,37.0,26.6,33.3
BR083,58.0,82.0,40.0,25.0,35.0,44.8,1.4,19.5,1.6,14.0,35.3,18.9,36.0
BR083,82.0,105.0,60.0,21.0,19.0,44.6,1.1,19.9,1.9,13.0,37.4,21.9,28.2
BR083,105.0,125.0,78.0,13.0,9.0,45.3,1.6,19.4,1.9,11.0,37.5,9.7,34.1
BR083,125.0,150.0,83.0,13.0,4.0,45.0,1.6,18.6,2.2,11.1,37.2,23.3,36.9
BR084,0.0,6.0,74.0,16.0,10.0,4.0,1.5,17.3,1.8,8.8,44.3,29.0,35.0
BR084,6.0,20.0,76.0,15.0,9.0,7.0,1.5,19.0,1.6,9.1,44.2,23.4,35.0
BR084,20.0,30.0,73.0,16.0,11.0,64.0,1.8,19.5,1.9,8.4,43.9,12.3,35.0
BR084,30.0,67.0,45.0,14.0,41.0,8.0,1.6,19.9,2.1,8.8,53.6,28.3,35.0
BR084,67.0,90.0,87.0,7.0,6.0,34.0,1.9,19.9,1.6,8.4,34.5,22.9,35.0
BR085,0.0,17.0,90.0,4.0,6.0,18.2,1.4,26.7,2.2,5.4,37.7,14.5,34.2
BR085,17.0,57.0,87.0,3.0,10.0,18.2,1.5,24.2,2.4,5.5,40.1,15.1,41.5
BR085,57.0,115.0,70.0,5.0,25.0,18.2,1.7,28.3,2.0,5.2,24.2,14.2,33.0
BR085,115.0,147.0,64.0,5.0,31.0,18.2,1.9,25.9,2.2,6.1,29.7,14.7,35.0
BR085,147.0,177.0,65.0,4.0,31.0,18.2,1.7,26.3,2.1,6.8,37.2,14.5,24.5
BR085,200.0,275.0,58.0,6.0,36.0,18.2,1.4,26.4,2.2,4.4,37.3,6.8,35.0
BR085,300.0,375.0,47.0,9.0,44.0,18.2,1.4,26.4,1.9,5.8,54.7,20.8,39.7
BR086,0.0,20.0,94.0,3.0,3.0,25.3,1.4,14.6,2.5,7.6,33.1,9.6,25.1
BR086,20.0,70.0,94.0,4.0,2.0,25.7,1.9,15.4,2.0,9.1,32.9,22.4,41.8
BR086,70.0,110.0,95.0,3.0,2.0,26.1,1.6,19.6,2.5,7.3,47.6,16.5,34.4
BR086,110.0,116.0,91.0,4.0,5.0,4.0,1.5,11.1,2.0,7.8,21.9,13.5,34.8
BR086,116.0,126.0,76.0,14.0,10.0,13.0,1.8,11.0,2.0,7.3,28.0,15.6,30.2
BR086,126.0,150.0,82.0,15.0,3.0,60.0,1.4,14.0,1.8,6.3,34.8,15.2,40.9
BR087,0.0,6.0,93.0,4.0,3.0,20.4,1.7,24.2,1.8,2.1,49.7,29.4,37.9
BR087,6.0,19.0,95.0,3.0,2.0,19.7,1.6,25.7,1.7,7.6,48.0,16.3,28.2
BR087,19.0,50.0,96.0,2.0,2.0,19.6,1.5,29.1,1.7,13.3,48.7,16.6,49.1
BR087,50.0,75.0,96.0,2.0,2.0,20.5,1.3,28.9,2.0,6.0,57.2,11.9,30.5
BR087,75.0,175.0,94.0,3.0,3.0,19.6,1.6,14.6,2.3,10.0,55.4,7.2,28.7
BR087,175.0,225.0,90.0,4.0,6.0,20.4,1.2,24.9,2.1,6.6,55.9,16.1,34.4
BR087,225.0,275.0,82.0,10.0,8.0,20.0,1.7,24.1,2.0,7.9,26.5,15.9,34.8
BR088,0.0,9.0,62.0,19.0,19.0,7.0,1.6,21.7,1.9,6.2,22.3,24.4,29.6
BR088,9.0,27.0,59.0,18.0,23.0,7.4,1.5,18.2,2.1,6.2,26.8,9.9,31.2
BR088,27.0,60.0,47.0,16.0,37.0,6.6,1.6,25.6,2.1,6.4,35.6,18.7,30.4
BR088,60.0,70.0,40.0,16.0,44.0,7.1,1.5,22.4,1.6,5.9,21.2,18.8,24.3
BR088,70.0,110.0,71.0,14.0,15.0,7.3,1.8,21.7,1.7,6.0,26.6,17.7,41.2
BR089,0.0,18.0,83.0,13.0,4.0,24.7,1.4,26.4,1.5,5.4,45.7,10.7,28.3
BR089,18.0,30.0,89.0,8.0,3.0,30.0,1.8,26.6,1.8,3.4,43.9,14.3,34.2
BR089,30.0,51.0,63.0,7.0,30.0,20.0,1.7,28.2,1.6,8.9,48.1,13.5,33.3
BR089,51.0,70.0,61.0,9.0,30.0,25.3,1.1,27.2,1.8,6.2,39.2,17.1,38.5
BR090,0.0,8.0,60.0,18.0,22.0,10.0,1.3,15.1,1.9,3.2,36.4,15.6,26.7
BR090,8.0,28.0,28.0,16.0,56.0,9.7,0.9,15.9,2.0,14.1,31.6,14.3,30.0
BR090,28.0,56.0,26.0,23.0,51.0,10.4,1.1,26.5,1.4,8.5,41.3,5.9,28.3
BR090,56.0,88.0,36.0,27.0,37.0,10.2,1.4,19.4,2.0,10.8,20.9,13.9,28.1
BR090,88.0,130.0,40.0,34.0,26.0,10.3,1.4,26.6,2.3,7.2,29.4,8.0,25.8
